date,flight_id,origin,destination,scheduled_minutes,departure_delay_min,arrival_delay_min,cancelled,delay_cause,passengers,load_factor,route
2026-07-26,LH1585,ZRH,AMS,203,0.0,6.0,False,No delay,197,0.808,ZRH-AMS
2026-07-26,LH1668,AMS,FRA,133,0.0,0.0,False,No delay,91,0.928,AMS-FRA
2026-07-26,LH1692,HAM,AMS,84,0.0,0.0,False,No delay,140,0.752,HAM-AMS
2026-07-26,LH1714,FRA,AMS,120,0.0,0.0,False,No delay,212,0.854,FRA-AMS
2026-07-26,LH1721,FRA,MUC,67,15.0,24.0,False,ATC,73,0.852,FRA-MUC
2026-07-26,LH1732,FRA,AMS,84,3.0,7.0,False,No delay,83,0.819,FRA-AMS
2026-07-26,LH1803,MUC,DUS,127,11.0,2.0,False,No delay,166,0.804,MUC-DUS
2026-07-26,LH1861,HAM,ZRH,129,20.0,4.0,False,No delay,197,0.921,HAM-ZRH
2026-07-27,LH1080,DUS,HAM,158,0.0,0.0,False,No delay,195,0.802,DUS-HAM
2026-07-27,LH1180,AMS,VIE,93,0.0,13.0,False,No delay,115,0.813,AMS-VIE
2026-07-27,LH1285,BER,VIE,207,45.0,52.0,False,No delay,91,0.708,BER-VIE
2026-07-27,LH1318,ZRH,DUS,165,0.0,0.0,False,No delay,98,0.776,ZRH-DUS
2026-07-27,LH1347,HAM,AMS,86,0.0,0.0,False,No delay,205,0.697,HAM-AMS
2026-07-27,LH1381,VIE,MUC,147,0.0,2.0,False,No delay,218,0.836,VIE-MUC
2026-07-27,LH1382,HAM,DUS,86,36.0,32.0,False,Weather,167,0.929,HAM-DUS
2026-07-27,LH1408,HAM,MUC,113,23.0,28.0,False,No delay,198,0.873,HAM-MUC
2026-07-27,LH1570,AMS,FRA,57,27.0,51.0,False,Technical,205,0.728,AMS-FRA
2026-07-27,LH1639,DUS,FRA,68,,,True,ATC,113,0.868,DUS-FRA
2026-07-27,LH1679,DUS,MUC,177,33.0,30.0,False,Weather,145,0.753,DUS-MUC
2026-07-27,LH1693,FRA,DUS,72,0.0,0.0,False,No delay,120,0.754,FRA-DUS
2026-07-27,LH1753,DUS,MUC,167,1.0,0.0,False,No delay,106,0.916,DUS-MUC
2026-07-27,LH1762,MUC,VIE,94,8.0,6.0,False,No delay,70,0.824,MUC-VIE
2026-07-27,LH1763,DUS,HAM,177,11.0,17.0,False,Late inbound,75,0.981,DUS-HAM
2026-07-28,LH1194,BER,ZRH,166,28.0,20.0,False,Ground handling,124,0.853,BER-ZRH
2026-07-28,LH1199,HAM,BER,110,0.0,0.0,False,No delay,202,0.845,HAM-BER
2026-07-28,LH1273,MUC,BER,186,29.0,32.0,False,No delay,217,0.92,MUC-BER
2026-07-28,LH1292,MUC,ZRH,96,18.0,29.0,False,No delay,137,0.77,MUC-ZRH
2026-07-28,LH1336,FRA,DUS,96,0.0,0.0,False,No delay,86,0.797,FRA-DUS
2026-07-28,LH1339,FRA,HAM,107,35.0,45.0,False,ATC,165,0.667,FRA-HAM
2026-07-28,LH1447,VIE,MUC,61,9.0,7.0,False,No delay,129,0.837,VIE-MUC
2026-07-28,LH1450,FRA,DUS,122,10.0,3.0,False,No delay,184,0.818,FRA-DUS
2026-07-28,LH1465,FRA,VIE,139,8.0,0.0,False,No delay,182,0.902,FRA-VIE
2026-07-28,LH1502,BER,DUS,206,2.0,0.0,False,No delay,82,0.935,BER-DUS
2026-07-28,LH1514,DUS,MUC,148,20.0,9.0,False,No delay,160,0.821,DUS-MUC
2026-07-28,LH1648,HAM,ZRH,114,3.0,3.0,False,No delay,139,0.901,HAM-ZRH
2026-07-28,LH1670,FRA,AMS,125,31.0,27.0,False,No delay,152,0.77,FRA-AMS
2026-07-28,LH1682,DUS,MUC,165,9.0,8.0,False,No delay,110,0.863,DUS-MUC
2026-07-28,LH1683,HAM,BER,157,15.0,0.0,False,No delay,86,0.846,HAM-BER
2026-07-28,LH1750,MUC,VIE,57,4.0,0.0,False,No delay,214,0.868,MUC-VIE
2026-07-28,LH1775,AMS,BER,193,9.0,11.0,False,No delay,72,0.894,AMS-BER
2026-07-28,LH1852,VIE,AMS,105,16.0,16.0,False,Late inbound,107,0.938,VIE-AMS
2026-07-29,LH1011,MUC,VIE,70,26.0,24.0,False,ATC,162,0.734,MUC-VIE
2026-07-29,LH1045,FRA,DUS,144,11.0,12.0,False,No delay,195,0.793,FRA-DUS
2026-07-29,LH1063,MUC,BER,178,20.0,13.0,False,No delay,192,0.782,MUC-BER
2026-07-29,LH1140,VIE,MUC,124,16.0,22.0,False,Technical,196,0.889,VIE-MUC
2026-07-29,LH1207,AMS,MUC,76,11.0,10.0,False,No delay,211,0.863,AMS-MUC
2026-07-29,LH1324,HAM,VIE,72,12.0,17.0,False,No delay,207,0.821,HAM-VIE
2026-07-29,LH1354,VIE,FRA,86,11.0,13.0,False,No delay,146,0.909,VIE-FRA
2026-07-29,LH1403,AMS,BER,132,13.0,26.0,False,Late inbound,168,0.761,AMS-BER
2026-07-29,LH1416,VIE,HAM,120,0.0,3.0,False,No delay,177,0.828,VIE-HAM
2026-07-29,LH1440,DUS,MUC,104,25.0,10.0,False,No delay,161,0.857,DUS-MUC
2026-07-29,LH1593,BER,MUC,174,38.0,32.0,False,Technical,105,0.642,BER-MUC
2026-07-29,LH1608,ZRH,HAM,67,0.0,0.0,False,No delay,159,0.729,ZRH-HAM
2026-07-29,LH1796,HAM,DUS,202,0.0,0.0,False,No delay,91,0.845,HAM-DUS
2026-07-29,LH1850,AMS,ZRH,59,38.0,42.0,False,Ground handling,199,0.837,AMS-ZRH
2026-07-29,LH1860,HAM,BER,156,23.0,9.0,False,No delay,108,0.897,HAM-BER
2026-07-29,LH1893,BER,HAM,188,0.0,1.0,False,No delay,163,0.863,BER-HAM
2026-07-30,LH1144,VIE,HAM,89,16.0,18.0,False,No delay,154,0.748,VIE-HAM
2026-07-30,LH1160,ZRH,AMS,208,37.0,36.0,False,No delay,111,0.827,ZRH-AMS
2026-07-30,LH1264,DUS,HAM,82,10.0,11.0,False,No delay,95,0.826,DUS-HAM
2026-07-30,LH1346,ZRH,MUC,56,25.0,28.0,False,Late inbound,115,0.893,ZRH-MUC
2026-07-30,LH1355,FRA,HAM,113,27.0,24.0,False,Late inbound,132,0.694,FRA-HAM
2026-07-30,LH1400,ZRH,BER,208,5.0,0.0,False,No delay,143,0.842,ZRH-BER
2026-07-30,LH1510,FRA,BER,80,7.0,10.0,False,No delay,91,0.814,FRA-BER
2026-07-30,LH1554,DUS,BER,171,0.0,5.0,False,No delay,178,0.694,DUS-BER
2026-07-30,LH1690,VIE,BER,174,6.0,0.0,False,No delay,179,0.664,VIE-BER
2026-07-30,LH1771,DUS,AMS,91,17.0,25.0,False,Late inbound,162,0.846,DUS-AMS
2026-07-30,LH1809,MUC,ZRH,178,15.0,15.0,False,No delay,206,0.959,MUC-ZRH
2026-07-30,LH1819,DUS,AMS,183,0.0,0.0,False,No delay,168,0.79,DUS-AMS
